idx,topic,domain,layer,alpha,novice_base.n_words,novice_plusv.n_words,expert_base.n_words,expert_minusv.n_words,delta_novice_plusv_minus_base.n_words,delta_expert_minusv_minus_base.n_words,novice_base.fk_grade,novice_plusv.fk_grade,expert_base.fk_grade,expert_minusv.fk_grade,delta_novice_plusv_minus_base.fk_grade,delta_expert_minusv_minus_base.fk_grade,novice_base.fk_ease,novice_plusv.fk_ease,expert_base.fk_ease,expert_minusv.fk_ease,delta_novice_plusv_minus_base.fk_ease,delta_expert_minusv_minus_base.fk_ease,novice_base.jargon_rate,novice_plusv.jargon_rate,expert_base.jargon_rate,expert_minusv.jargon_rate,delta_novice_plusv_minus_base.jargon_rate,delta_expert_minusv_minus_base.jargon_rate,novice_base.definition_count,novice_plusv.definition_count,expert_base.definition_count,expert_minusv.definition_count,delta_novice_plusv_minus_base.definition_count,delta_expert_minusv_minus_base.definition_count,novice_base.example_count,novice_plusv.example_count,expert_base.example_count,expert_minusv.example_count,delta_novice_plusv_minus_base.example_count,delta_expert_minusv_minus_base.example_count,novice_base.bullet_count,novice_plusv.bullet_count,expert_base.bullet_count,expert_minusv.bullet_count,delta_novice_plusv_minus_base.bullet_count,delta_expert_minusv_minus_base.bullet_count,novice_base.math_symbol_rate,novice_plusv.math_symbol_rate,expert_base.math_symbol_rate,expert_minusv.math_symbol_rate,delta_novice_plusv_minus_base.math_symbol_rate,delta_expert_minusv_minus_base.math_symbol_rate
10,Ethics of Model Disclosure in Data-Driven Decisions,AI Ethics,20,1.0,177.0,176.0,167.0,167.0,-1.0,0.0,13.446333333333335,12.858409090909092,14.875335403726712,16.232629399585925,-0.5879242424242435,1.3572939958592123,30.18475423728816,28.997196969697,17.089773291925468,10.544858523119387,-1.1875572675911599,-6.5449147688060805,0.24293785310734464,0.2598870056497175,0.2830188679245283,0.3037974683544304,0.016949152542372864,0.020778600429902094,3.0,3.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Temporal Interpretability in Time-Series Models,Data Science,20,1.0,190.0,186.0,153.0,153.0,-4.0,0.0,13.608289473684213,14.412983870967746,15.676781609195405,15.676781609195405,0.8046943972835336,0.0,39.79927631578951,33.13947580645163,11.36360153256706,11.36360153256706,-6.6598005093378845,0.0,0.13227513227513227,0.16756756756756758,0.18421052631578946,0.18421052631578946,0.03529243529243531,0.0,7.0,5.0,2.0,2.0,-2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Analysis of Bias in Interpretability Techniques,Machine Learning Fairness,20,1.0,153.0,149.0,164.0,153.0,-4.0,-11.0,15.397278911564623,16.09588028169014,14.94614110429448,15.971364653243853,0.698601370125516,1.0252235489493735,22.075102040816347,11.277904929577517,16.938352760736194,10.043191648023878,-10.79719711123883,-6.895161112712316,0.2080536912751678,0.23448275862068965,0.2546583850931677,0.273972602739726,0.02642906734552186,0.01931421764655833,2.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,4.0,5.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Gradient-Based Attribution Methods,Deep Learning,20,1.0,184.0,171.0,164.0,159.0,-13.0,-5.0,13.108754578754581,12.382520325203252,12.954858490566039,13.657712609970673,-0.7262342535513291,0.702854119404634,37.09735653235657,38.741883468834715,25.78247641509438,22.241114369501503,1.6445269364781439,-3.5413620455928765,0.14594594594594595,0.1286549707602339,0.2085889570552147,0.20121951219512196,-0.017290975185712043,-0.00736944486009275,5.0,4.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,7.0,5.0,-1.0,-2.0,0.0,0.005847953216374269,0.0,0.0,0.005847953216374269,0.0
14,Interpretable Reinforcement Learning,Artificial Intelligence,20,1.0,164.0,162.0,170.0,169.0,-2.0,-1.0,14.279583333333335,14.51756329113924,14.781829268292686,14.870360429447853,0.23797995780590497,0.08853116115516713,24.34930555555556,26.155838607594973,25.597012195121977,24.739651073619655,1.8065330520394127,-0.857361121502322,0.24074074074074073,0.22784810126582278,0.19760479041916168,0.19161676646706588,-0.01289263947491795,-0.0059880239520958,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,7.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Concept Activation Vectors (CAVs),Computer Vision,20,1.0,181.0,179.0,166.0,163.0,-2.0,-3.0,12.222284916201115,12.379666666666665,15.63911111111111,16.013207547169817,0.15738175046555014,0.3740964360587071,39.31677932960898,37.832211864406815,11.792000000000002,11.722201257861627,-1.4845674652021614,-0.06979874213837434,0.15469613259668508,0.16022099447513813,0.2484472049689441,0.19254658385093168,0.005524861878453052,-0.05590062111801242,2.0,3.0,3.0,1.0,1.0,-2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,5.0,-1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Explainability in Federated Learning,Distributed Systems,20,1.0,179.0,179.0,164.0,162.0,0.0,-2.0,13.579666666666665,14.213333333333338,15.573002070393379,15.79056603773585,0.6336666666666737,0.2175639673424712,29.228822033898325,28.18858757062148,15.274051069703233,13.318427672955977,-1.040234463276846,-1.9556233967472565,0.14450867052023122,0.17341040462427745,0.2360248447204969,0.2625,0.02890173410404623,0.026475155279503115,3.0,1.0,3.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Knowledge Distillation for Model Interpretability,Machine Learning,20,1.0,184.0,184.0,175.0,175.0,0.0,0.0,15.598550724637683,15.825652173913046,13.448126232741622,14.798333333333336,0.2271014492753629,1.3502071005917138,19.64258454106283,22.566086956521758,32.09153188691653,22.213333333333367,2.923502415458927,-9.878198553583161,0.2541436464088398,0.2087912087912088,0.1952662721893491,0.20588235294117646,-0.045352437617631,0.01061608075182735,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Interactive Tools for Deep Learning Model Interpretation,Software Engineering,20,1.0,174.0,174.0,173.0,171.0,0.0,-2.0,12.144608150470223,12.008975966562176,14.025714285714287,14.73090909090909,-0.1356321839080472,0.7051948051948038,36.16575235109718,37.138166144200625,27.752619047619078,22.103030303030323,0.972413793103442,-5.649588744588755,0.22033898305084745,0.22598870056497175,0.18823529411764706,0.20958083832335328,0.005649717514124297,0.021345544205706224,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,4.0,4.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Neuro-symbolic Systems and Interpretability,Artificial Intelligence,20,1.0,181.0,179.0,161.0,164.0,-2.0,3.0,13.738486033519553,15.63666666666667,15.414607218683653,15.828333333333337,1.898180633147117,0.413726114649684,28.446388268156454,17.786111111111126,15.618060863411188,13.24555555555554,-10.660277157045329,-2.372505307855647,0.21348314606741572,0.21468926553672316,0.2073170731707317,0.23030303030303031,0.0012061194693074317,0.022985957132298618,1.0,1.0,3.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Explaining AI Decision Boundaries,Machine Learning Theory,20,1.0,174.0,169.0,163.0,164.0,-5.0,1.0,13.071488372093025,13.03916766467066,12.629815286624208,14.67735849056604,-0.03232070742236459,2.0475432039418315,31.981651162790712,31.322823353293415,32.47657006369428,21.299559748427697,-0.6588278094972964,-11.177010315266585,0.14450867052023122,0.13609467455621302,0.21739130434782608,0.24096385542168675,-0.008413995964018206,0.023572551073860665,4.0,3.0,3.0,4.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Stochastic Interpretation in Probabilistic Models,Statistics,20,1.0,182.0,177.0,180.0,178.0,-5.0,-2.0,12.43379120879121,12.285454545454545,16.543011235955053,17.66272727272727,-0.1483366633366643,1.1197160367722176,32.932042124542136,35.64171032357473,8.161258426966327,7.614090909090919,2.709668199032592,-0.5471675178754083,0.21787709497206703,0.1977401129943503,0.2696629213483146,0.26436781609195403,-0.02013698197771674,-0.005295105256360566,1.0,1.0,6.0,4.0,0.0,-2.0,1.0,0.0,0.0,1.0,-1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Dynamic Explanations for Evolving Models,Artificial Intelligence,20,1.0,182.0,187.0,160.0,159.0,5.0,-1.0,13.69993922651934,14.883354838709682,15.449567099567101,14.907192982456138,1.1834156121903412,-0.5423741171109633,29.078969613259687,21.485032258064535,14.773715728715729,18.266461988304144,-7.593937355195152,3.492746259588415,0.15934065934065933,0.1837837837837838,0.2236024844720497,0.21518987341772153,0.024443124443124464,-0.008412611054328167,4.0,1.0,0.0,0.0,-3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Uncertainty Quantification in AI Explanations,Machine Learning,20,1.0,174.0,188.0,163.0,159.0,14.0,-4.0,14.736206896551725,13.521787234042556,15.038811040339706,15.565490196078432,-1.2144196625091688,0.5266791557387265,23.846149425287365,31.603000000000037,18.312328379334758,13.744705882352946,7.756850574712672,-4.567622496981812,0.28160919540229884,0.26881720430107525,0.3037974683544304,0.32051282051282054,-0.012791991101223588,0.01671535215839015,7.0,3.0,3.0,3.0,-4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Semantic Understanding in Text-Based Models,Natural Language Processing,20,1.0,164.0,166.0,151.0,162.0,2.0,11.0,12.742276422764228,11.569542168674701,13.753527397260275,13.98658174097665,-1.1727342540895265,0.23305434371637546,36.1626151761518,41.68118072289158,28.961934931506875,25.856277423920744,5.518565546739779,-3.1056575075861304,0.22289156626506024,0.17575757575757575,0.21052631578947367,0.23125,-0.047133990507484486,0.02072368421052634,3.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,4.0,3.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Layer-wise Relevance Propagation (LRP),Deep Learning Interpretation,20,1.0,172.0,175.0,179.0,180.0,3.0,1.0,11.297713450292399,11.534263322884016,13.571769662921351,13.374238826815642,0.23654987259161686,-0.19753083610570954,44.520605263157904,40.5416144200627,37.38945224719103,39.028285614525174,-3.978990843095204,1.6388333673341435,0.19883040935672514,0.19428571428571428,0.2346368715083799,0.22905027932960895,-0.004544695071010851,-0.005586592178770944,2.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Bias and Fairness in Interpretability Models,Artificial Intelligence,20,1.0,154.0,157.0,162.0,170.0,3.0,8.0,15.577610544217688,14.387472035794183,12.790025974025976,13.801363636363643,-1.1901385084235052,1.0113376623376666,16.106823979591894,21.398896346010474,30.79361038961042,25.502045454545453,5.29207236641858,-5.291564935064969,0.273972602739726,0.2483221476510067,0.20261437908496732,0.17575757575757575,-0.0256504550887193,-0.02685680332739157,3.0,2.0,5.0,1.0,-1.0,-4.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,5.0,5.0,3.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Just-in-Time Explanation Generation,Artificial Intelligence,20,1.0,180.0,179.0,172.0,173.0,-1.0,1.0,14.761111111111113,13.920856610800747,16.277244152046787,14.519809725158563,-0.8402545003103654,-1.7574344268882243,24.855000000000018,30.681297330850413,16.434111842105267,18.812928118393245,5.8262973308503945,2.378816276287978,0.2111111111111111,0.17679558011049723,0.28488372093023256,0.2947976878612717,-0.03431553100061388,0.009913966931039131,5.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Saliency Maps in Model Interpretation,Computer Vision,20,1.0,181.0,180.0,171.0,172.0,-1.0,1.0,12.538888888888891,12.6837374301676,12.696470588235293,13.280818713450294,0.1448485412787086,0.5843481252150013,37.224999999999994,36.0083994413408,34.31411764705885,33.686842105263196,-1.216600558659195,-0.6272755417956546,0.15555555555555556,0.1564245810055866,0.1569767441860465,0.15606936416184972,0.0008690254500310357,-0.0009073800241967966,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Interpretable Feature Extraction Techniques,Signal Processing,20,1.0,184.0,183.0,173.0,173.0,-1.0,0.0,14.405375494071148,15.63732600732601,15.93927395209581,15.93927395209581,1.231950513254862,0.0,21.576383399209504,18.968785103785137,17.96663547904194,17.96663547904194,-2.607598295424367,0.0,0.22527472527472528,0.2430939226519337,0.27325581395348836,0.27325581395348836,0.017819197377208412,0.0,2.0,4.0,4.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Transfer Learning with Emphasis on Interpretability,Machine Learning,20,1.0,188.0,187.0,177.0,176.0,-1.0,-1.0,11.387744680851068,12.337224598930483,13.16841379310345,13.763859649122807,0.9494799180794153,0.5954458560193565,46.90300000000002,39.917601604278076,31.642965517241407,30.22368421052633,-6.985398395721944,-1.419281306715078,0.10362694300518134,0.15508021390374332,0.19318181818181818,0.13218390804597702,0.051453270898561984,-0.06099791013584116,4.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Hybrid Models for Enhanced Interpretability,Artificial Intelligence,20,1.0,171.0,168.0,172.0,170.0,-3.0,-2.0,12.191263473053898,14.55679653679654,15.570952380952384,16.340682730923692,2.3655330637426424,0.769730349971308,37.40186526946107,32.6809090909091,16.674047619047656,10.75967202141905,-4.7209561785519725,-5.914375597628606,0.1588235294117647,0.1696969696969697,0.23391812865497075,0.25595238095238093,0.01087344028520501,0.022034252297410184,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,0.0,5.0,4.0,5.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Quantum Neural Networks,Quantum Computing,20,1.0,165.0,166.0,173.0,173.0,1.0,0.0,13.929256134969329,14.253747412008284,17.076601859678785,17.076601859678785,0.3244912770389554,0.0,31.48689033742332,24.732436162870954,15.632958579881688,15.632958579881688,-6.7544541745523645,0.0,0.20496894409937888,0.18238993710691823,0.21084337349397592,0.21084337349397592,-0.022579006992460654,0.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,6.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Algorithmic Fairness in Machine Learning,Ethics,20,1.0,157.0,159.0,171.0,175.0,2.0,4.0,13.084052631578949,14.162604856512143,14.051325757575757,13.308481262327419,1.078552224933194,-0.7428444952483382,28.329368421052664,23.406880058866847,31.056988636363656,33.09271531886918,-4.922488362185817,2.0357266825055262,0.2251655629139073,0.22818791946308725,0.17682926829268292,0.16766467065868262,0.0030223565491799553,-0.009164597634000293,2.0,2.0,3.0,2.0,0.0,-1.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,10.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Generative Adversarial Networks for Art Creation,Art & AI,20,1.0,169.0,178.0,179.0,172.0,9.0,-7.0,13.086212121212125,11.846333333333334,13.813333333333336,14.01529411764706,-1.2398787878787907,0.201960784313723,30.629318181818206,41.65594067796613,31.056384180790985,24.85882352941178,11.026622496147922,-6.197560651379206,0.15853658536585366,0.14285714285714285,0.15730337078651685,0.1834319526627219,-0.01567944250871081,0.026128581876205037,4.0,2.0,3.0,4.0,-2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,3.0,2.0,3.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Self-Organizing Maps in Data Visualization,Data Science,20,1.0,168.0,170.0,157.0,157.0,2.0,0.0,13.409540918163678,14.433365384615385,13.850022075055186,14.944061810154526,1.0238244664517069,1.09403973509934,31.97236859614108,29.208509615384628,25.647939661515863,17.80423105224432,-2.763858980756453,-7.843708609271545,0.1834319526627219,0.18604651162790697,0.2468354430379747,0.2721518987341772,0.0026145589651850876,0.025316455696202528,3.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Explainable AI vs. Interpretable AI,AI Research,20,1.0,177.0,176.0,159.0,157.0,-1.0,-2.0,14.046392857142859,13.712040229885059,17.516052631578948,15.532666666666664,-0.33435262725780035,-1.9833859649122836,33.31873214285716,35.49323275862071,3.32236842105263,13.386333333333369,2.1745006157635487,10.063964912280738,0.23728813559322035,0.26704545454545453,0.3006535947712418,0.28104575163398693,0.029757318952234185,-0.019607843137254888,1.0,4.0,4.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Neuro-symbolic Methods in AI,Machine Learning,20,1.0,165.0,163.0,168.0,178.0,-2.0,10.0,13.456566878980894,13.277067448680356,17.742962313759865,17.23875,-0.17949943030053817,-0.5042123137598651,26.549181528662444,24.97014662756598,9.328834355828235,10.876430084745806,-1.5790349010964633,1.547595728917571,0.23417721518987342,0.23717948717948717,0.2804878048780488,0.2914285714285714,0.003002271989613753,0.010940766550522618,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,8.0,6.0,3.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Spiking Neural Networks,Neuroscience,20,1.0,169.0,164.0,174.0,172.0,-5.0,-2.0,14.654761904761909,13.480695296523518,13.733256262042389,13.142807017543863,-1.174066608238391,-0.5904492444985259,27.398571428571444,30.670627130197715,30.838895311496486,34.676315789473705,3.2720557016262717,3.8374204779772185,0.15151515151515152,0.175,0.15606936416184972,0.14792899408284024,0.02348484848484847,-0.008140370079009474,4.0,2.0,2.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Federated Learning for Healthcare,Healthcare,20,1.0,179.0,183.0,178.0,179.0,4.0,1.0,13.499380396140175,13.659930452061602,16.880000000000006,16.41042696629214,0.16055005592142635,-0.4695730337078672,27.262315896394114,26.758926974664718,9.069943502824856,9.11182022471911,-0.5033889217293961,0.04187672189425484,0.1797752808988764,0.20652173913043478,0.25142857142857145,0.2542372881355932,0.026746458231558384,0.0028087167070217633,2.0,5.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,3.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
